"starsign";"chinese";"moon";"blood";"fingers_crossed";"success"
"Pisces";"Rat";"Waning (-)";"A+";0;1
"Scorpio";"Dragon";"Waning (-)";"0+";0;0
"Leo";"Snake";"Waxing (+)";"B+";0;1
"Leo";"Snake";"Waxing (+)";"0-";0;1
"Saggitarius";"Pig";"Waning (-)";"A+";1;1
"Libra";"Dog";"Full (O)";"0+";0;0
"Aquarius";"Ox";"Waxing (+)";"A+";0;0
"Saggitarius";"Tiger";"Waxing (+)";"A-";0;0
"Leo";"Ox";"Waning (-)";"A+";1;1
"Saggitarius";"Snake";"Full (O)";"AB+";0;0
"Aries";"Dog";"New ( )";"A-";0;1
"Gemini";"Tiger";"New ( )";"0+";0;0
"Saggitarius";"Pig";"Waning (-)";"0-";0;1
"Virgo";"Rat";"Waning (-)";"A+";0;1
"Aries";"Rat";"Waning (-)";"0+";0;1
"Aries";"Rooster";"Full (O)";"0+";1;0
"Taurus";"Monkey";"Waxing (+)";"A+";0;0
"Leo";"Goat";"Waning (-)";"0+";1;1
"Libra";"Tiger";"Waning (-)";"0-";0;0
"Scorpio";"Dog";"Waxing (+)";"A+";0;0
"Leo";"Monkey";"Waning (-)";"A-";0;1
"Pisces";"Pig";"Waxing (+)";"B+";0;1
"Virgo";"Snake";"Waning (-)";"0+";0;0
"Gemini";"Dragon";"New ( )";"A+";0;1
"Pisces";"Dog";"Waxing (+)";"0+";0;0
"Gemini";"Snake";"Waxing (+)";"A+";0;0
"Virgo";"Pig";"Waning (-)";"A+";0;0
"Pisces";"Goat";"Waxing (+)";"A+";0;0
"Saggitarius";"Dog";"Waning (-)";"A-";0;1
"Carpicorn";"Dog";"Full (O)";"A+";0;0
"Pisces";"Ox";"Waxing (+)";"AB+";0;1
"Gemini";"Monkey";"Waning (-)";"0+";0;1
"Taurus";"Snake";"Waning (-)";"A+";1;0
"Aries";"Goat";"Waxing (+)";"A+";1;1
"Taurus";"Goat";"Full (O)";"0+";0;0
"Pisces";"Horse";"Waxing (+)";"0+";0;1
"Cancer";"Rat";"Waxing (+)";"B+";0;1
"Aries";"Dragon";"Waxing (+)";"0+";1;0
"Aquarius";"Horse";"Full (O)";"A+";0;1
"Gemini";"Dragon";"Full (O)";"0+";1;0
"Cancer";"Snake";"Full (O)";"A+";1;0
"Pisces";"Dragon";"Waxing (+)";"A+";0;0
"Leo";"Rooster";"Waning (-)";"A-";1;1
"Scorpio";"Rabbit";"Waxing (+)";"A+";0;0
"Virgo";"Rabbit";"Waxing (+)";"B+";1;1
"Taurus";"Horse";"Full (O)";"B-";0;1
"Gemini";"Goat";"Waning (-)";"A-";0;1
"Cancer";"Ox";"Waning (-)";"B+";0;0
"Aries";"Rabbit";"Waxing (+)";"A+";0;0
"Aquarius";"Monkey";"Waxing (+)";"B-";0;0
"Aries";"Dog";"Waning (-)";"0+";0;0
"Aquarius";"Tiger";"Waning (-)";"A+";0;0
"Cancer";"Ox";"Waning (-)";"A+";0;1
"Taurus";"Horse";"Waxing (+)";"A+";0;1
"Gemini";"Rat";"Full (O)";"B+";0;0
"Scorpio";"Horse";"Waxing (+)";"0+";0;1
"Carpicorn";"Rat";"Waning (-)";"AB-";1;0
"Taurus";"Rat";"Waning (-)";"B+";0;0
"Libra";"Ox";"Waning (-)";"A-";0;1
"Aquarius";"Monkey";"New ( )";"A+";1;0
"Taurus";"Dragon";"Waning (-)";"A-";0;1
"Carpicorn";"Dog";"New ( )";"0+";0;0
"Libra";"Dog";"New ( )";"A+";0;0
"Aries";"Rat";"Waxing (+)";"B+";0;0
"Leo";"Dragon";"Waxing (+)";"A+";0;0
"Virgo";"Rooster";"Waning (-)";"A+";0;0
"Carpicorn";"Ox";"Full (O)";"0+";0;1
"Carpicorn";"Snake";"Waxing (+)";"B+";0;0
"Pisces";"Ox";"Waxing (+)";"0+";0;1
"Cancer";"Dragon";"Waxing (+)";"A+";0;1
"Cancer";"Dragon";"Waning (-)";"0-";0;1
"Gemini";"Rabbit";"Waxing (+)";"0+";0;0
"Leo";"Rabbit";"Waning (-)";"A+";0;0
"Pisces";"Dragon";"Waning (-)";"A+";0;1
"Aries";"Goat";"Full (O)";"A-";1;1
"Aquarius";"Rooster";"Waxing (+)";"A+";0;1
"Leo";"Rat";"Waning (-)";"B+";0;1
"Saggitarius";"Ox";"Waning (-)";"0-";0;0
"Virgo";"Goat";"Waning (-)";"0+";0;1
"Carpicorn";"Rat";"Waxing (+)";"AB+";0;0
"Virgo";"Tiger";"Waning (-)";"A+";0;0
"Saggitarius";"Monkey";"Waning (-)";"A+";1;0
"Carpicorn";"Horse";"New ( )";"0+";0;0
"Saggitarius";"Dragon";"New ( )";"A+";0;0
"Libra";"Dragon";"Full (O)";"B+";0;0
"Scorpio";"Tiger";"Waning (-)";"0+";0;1
"Aquarius";"Horse";"Waxing (+)";"A+";0;1
"Gemini";"Rooster";"Waxing (+)";"A+";0;0
"Cancer";"Goat";"Full (O)";"0+";0;1
"Taurus";"Ox";"Waning (-)";"A+";0;1
"Cancer";"Dragon";"Waning (-)";"A+";1;1
"Gemini";"Rooster";"Waning (-)";"B+";0;1
"Virgo";"Pig";"Waning (-)";"B+";0;1
"Pisces";"Dragon";"Waxing (+)";"B+";0;0
"Virgo";"Horse";"Waning (-)";"0+";1;0
"Gemini";"Rooster";"Waning (-)";"0+";0;1
"Taurus";"Horse";"Waning (-)";"AB-";0;1
"Carpicorn";"Monkey";"Waxing (+)";"B+";0;1
"Carpicorn";"Rat";"Waning (-)";"A+";0;0
"Aquarius";"Horse";"New ( )";"A+";0;0
"Libra";"Pig";"Waxing (+)";"0+";0;1
"Scorpio";"Snake";"Waning (-)";"A+";0;0
"Taurus";"Horse";"Full (O)";"B+";1;0
"Saggitarius";"Dragon";"Waning (-)";"0+";0;0
"Cancer";"Goat";"Waning (-)";"0+";0;1
"Carpicorn";"Rooster";"Waning (-)";"B+";0;0
"Taurus";"Ox";"Waning (-)";"A+";0;0
"Aries";"Tiger";"Waxing (+)";"A+";0;0
"Libra";"Dragon";"Waning (-)";"B+";0;1
"Libra";"Horse";"Waning (-)";"A+";0;1
"Aquarius";"Snake";"Waxing (+)";"0-";1;1
"Virgo";"Rabbit";"Waxing (+)";"AB-";0;0
"Cancer";"Rat";"Waning (-)";"AB-";1;0
"Leo";"Tiger";"Full (O)";"0+";0;1
"Leo";"Monkey";"Waxing (+)";"A+";0;1
"Aquarius";"Rabbit";"Full (O)";"AB+";0;1
"Cancer";"Dragon";"Waning (-)";"0-";0;1
"Scorpio";"Rabbit";"Waning (-)";"0-";1;0
"Saggitarius";"Tiger";"Waning (-)";"A-";0;1
"Pisces";"Pig";"Waning (-)";"0+";0;0
"Cancer";"Snake";"Waning (-)";"A+";0;0
"Gemini";"Tiger";"Full (O)";"0-";0;0
"Aries";"Rabbit";"Waxing (+)";"0-";0;0
"Leo";"Dog";"Waning (-)";"0+";0;1
"Cancer";"Rooster";"Waxing (+)";"A+";0;0
"Virgo";"Rat";"Waxing (+)";"0+";0;0
"Aquarius";"Horse";"Waxing (+)";"A-";0;1
"Carpicorn";"Ox";"Waxing (+)";"0+";1;1
"Aquarius";"Rat";"Waxing (+)";"0+";0;1
"Carpicorn";"Ox";"Waxing (+)";"0+";0;0
"Cancer";"Rat";"Waning (-)";"0+";0;0
"Virgo";"Dog";"Waxing (+)";"0+";0;1
"Gemini";"Rabbit";"Waning (-)";"0+";1;0
"Saggitarius";"Dog";"New ( )";"A+";1;1
"Gemini";"Snake";"Waning (-)";"A+";0;0
"Gemini";"Rat";"New ( )";"0+";0;0
"Virgo";"Dragon";"Waning (-)";"A+";0;1
"Aries";"Rabbit";"Waning (-)";"AB-";0;0
"Scorpio";"Dragon";"New ( )";"0+";0;0
"Virgo";"Goat";"Waxing (+)";"0+";0;0
"Aquarius";"Rabbit";"Waxing (+)";"A+";0;0
"Libra";"Tiger";"Waxing (+)";"0+";0;1
"Libra";"Goat";"New ( )";"0-";0;0
"Virgo";"Goat";"Waning (-)";"A+";0;0
"Taurus";"Pig";"Waxing (+)";"A+";0;0
"Gemini";"Snake";"Full (O)";"A+";0;0
"Aquarius";"Pig";"Full (O)";"A+";1;1
"Aquarius";"Pig";"Waxing (+)";"A+";0;1
"Leo";"Rabbit";"Waning (-)";"A+";0;0
"Taurus";"Pig";"New ( )";"B+";0;1
"Scorpio";"Dragon";"Waning (-)";"A+";0;0
"Virgo";"Monkey";"Waning (-)";"0+";0;1
"Aries";"Goat";"Full (O)";"A+";0;1
"Scorpio";"Dog";"Waxing (+)";"A-";0;1
"Saggitarius";"Goat";"Waning (-)";"A+";0;0
"Taurus";"Snake";"Full (O)";"0+";1;0
"Aquarius";"Rooster";"Full (O)";"A+";0;0
"Pisces";"Dog";"Waxing (+)";"0-";0;1
"Pisces";"Tiger";"New ( )";"A+";0;1
"Leo";"Rabbit";"Waning (-)";"0+";0;0
"Taurus";"Ox";"Waxing (+)";"0+";0;1
"Carpicorn";"Dog";"Waxing (+)";"A+";0;1
"Gemini";"Goat";"Waning (-)";"0-";0;1
"Taurus";"Rabbit";"Waning (-)";"A+";0;0
"Libra";"Monkey";"Waxing (+)";"0+";0;0
"Virgo";"Tiger";"Waning (-)";"A-";1;1
"Aquarius";"Dog";"Waning (-)";"0+";0;1
"Scorpio";"Goat";"Waxing (+)";"A+";0;0
"Leo";"Dragon";"Waxing (+)";"A+";1;0
"Gemini";"Goat";"Waning (-)";"0+";0;0
"Carpicorn";"Pig";"Waning (-)";"0+";1;1
"Aquarius";"Dog";"Full (O)";"A+";0;1
"Gemini";"Monkey";"Waxing (+)";"A-";0;0
"Saggitarius";"Pig";"New ( )";"A+";0;1
"Carpicorn";"Monkey";"Waxing (+)";"B+";0;1
"Libra";"Pig";"Full (O)";"0+";0;0
"Aquarius";"Rooster";"Waning (-)";"A-";0;0
"Scorpio";"Goat";"Waxing (+)";"A-";0;1
"Aquarius";"Horse";"Waxing (+)";"A+";0;0
"Libra";"Pig";"Waning (-)";"B+";0;0
"Pisces";"Snake";"Waning (-)";"0+";0;0
"Carpicorn";"Tiger";"Waning (-)";"A+";0;1
"Leo";"Rabbit";"Waning (-)";"B+";0;1
"Scorpio";"Rooster";"Waning (-)";"B+";0;1
"Libra";"Rabbit";"Waning (-)";"A+";0;0
"Aries";"Horse";"Waning (-)";"A+";0;1
"Scorpio";"Dragon";"Waning (-)";"A+";0;1
"Virgo";"Goat";"Waxing (+)";"B+";0;1
"Virgo";"Tiger";"Waxing (+)";"A+";0;1
"Aquarius";"Dragon";"Waxing (+)";"A+";0;0
"Aquarius";"Tiger";"Waxing (+)";"B+";0;0
"Scorpio";"Ox";"Full (O)";"0+";0;0
"Libra";"Rat";"Waning (-)";"A+";0;1
"Aries";"Rooster";"Waxing (+)";"AB+";1;1
"Leo";"Pig";"New ( )";"A+";0;1
"Scorpio";"Dog";"Waning (-)";"B+";0;1
"Libra";"Monkey";"Waning (-)";"0+";0;1
"Scorpio";"Monkey";"Waning (-)";"A+";0;1
"Cancer";"Ox";"Waning (-)";"B+";0;0
"Virgo";"Pig";"Waning (-)";"0+";0;0
"Aries";"Rooster";"Waning (-)";"A+";0;0
"Taurus";"Rat";"Waning (-)";"A+";0;1
"Taurus";"Dog";"Waxing (+)";"0+";0;1
"Taurus";"Rat";"Waxing (+)";"AB+";0;1
"Cancer";"Rabbit";"Waxing (+)";"B-";0;0
"Libra";"Goat";"Waxing (+)";"A+";0;1
"Gemini";"Rabbit";"Waning (-)";"0+";0;1
"Scorpio";"Dragon";"Waxing (+)";"A+";0;0
"Saggitarius";"Tiger";"New ( )";"A-";0;1
"Cancer";"Horse";"Waning (-)";"0+";0;1
"Gemini";"Monkey";"Waning (-)";"A+";0;0
"Carpicorn";"Tiger";"Waning (-)";"B+";0;0
"Virgo";"Pig";"Waning (-)";"A+";0;1
"Pisces";"Monkey";"Waning (-)";"B+";0;0
"Gemini";"Rooster";"Waning (-)";"A+";1;0
"Aries";"Monkey";"Waning (-)";"AB-";1;0
"Saggitarius";"Horse";"Waning (-)";"0-";0;0
"Taurus";"Tiger";"Waning (-)";"A+";0;1
"Aquarius";"Horse";"Waxing (+)";"A+";0;1
"Aquarius";"Goat";"Waxing (+)";"0+";0;1
"Aries";"Tiger";"Waning (-)";"A+";0;1
"Aquarius";"Dog";"Waning (-)";"A+";0;1
"Scorpio";"Snake";"Waxing (+)";"B+";0;1
"Aquarius";"Goat";"New ( )";"0+";0;0
"Gemini";"Dog";"Waning (-)";"A+";1;1
"Pisces";"Dragon";"Waning (-)";"B+";0;0
"Leo";"Dragon";"Waning (-)";"0+";0;0
"Libra";"Dog";"Full (O)";"B+";1;0
"Cancer";"Goat";"Waxing (+)";"AB+";1;1
"Virgo";"Tiger";"Waxing (+)";"0+";1;0
"Saggitarius";"Snake";"Waxing (+)";"0+";0;0
"Pisces";"Monkey";"Waxing (+)";"A+";0;0
"Pisces";"Rooster";"New ( )";"B+";0;1
"Cancer";"Goat";"Waning (-)";"0+";0;0
"Scorpio";"Dog";"New ( )";"0+";0;1
"Aquarius";"Goat";"Waning (-)";"0+";0;1
"Leo";"Monkey";"Waning (-)";"A+";1;0
"Cancer";"Ox";"Waxing (+)";"0-";0;1
"Saggitarius";"Rat";"Waning (-)";"B+";1;1
"Leo";"Rooster";"Waning (-)";"A+";0;1
"Virgo";"Snake";"Full (O)";"0+";0;1
"Cancer";"Goat";"Waning (-)";"AB+";0;0
"Libra";"Dragon";"Waxing (+)";"0+";0;1
"Aquarius";"Monkey";"Full (O)";"A+";0;1
"Aquarius";"Tiger";"Waxing (+)";"A+";0;0
"Libra";"Rabbit";"Waning (-)";"0+";0;1
"Aries";"Pig";"Waxing (+)";"0+";0;0
"Carpicorn";"Ox";"Full (O)";"B+";0;1
"Virgo";"Snake";"Waxing (+)";"0+";0;0
"Aries";"Rooster";"Waxing (+)";"A+";0;1
"Leo";"Rooster";"Waning (-)";"0+";0;1
"Gemini";"Dragon";"Waxing (+)";"A+";0;0
"Carpicorn";"Dragon";"Waning (-)";"0+";0;0
"Pisces";"Ox";"New ( )";"0+";1;1
"Virgo";"Dog";"Waxing (+)";"0-";1;0
"Carpicorn";"Rat";"Waxing (+)";"A-";0;1
"Gemini";"Monkey";"Waxing (+)";"A+";0;1
"Scorpio";"Rooster";"Waning (-)";"B+";0;0
"Gemini";"Monkey";"Waxing (+)";"0-";1;1
"Gemini";"Goat";"Waxing (+)";"0+";0;1
"Gemini";"Horse";"Waxing (+)";"0+";0;0
"Aries";"Pig";"Waxing (+)";"0-";0;0
"Pisces";"Snake";"Waning (-)";"0+";0;1
"Taurus";"Ox";"Waxing (+)";"0+";0;1
"Saggitarius";"Dragon";"Waxing (+)";"A+";0;0
"Cancer";"Rooster";"Waxing (+)";"A-";0;1
"Libra";"Ox";"Waning (-)";"A+";0;0
"Pisces";"Goat";"Waxing (+)";"A+";1;0
"Pisces";"Dog";"Waxing (+)";"0+";0;0
"Taurus";"Horse";"Full (O)";"0+";0;0
"Libra";"Dog";"Waxing (+)";"A+";0;1
"Carpicorn";"Rooster";"Full (O)";"A+";0;1
"Pisces";"Goat";"Waning (-)";"0+";0;1
"Taurus";"Monkey";"Waxing (+)";"B-";1;1
"Virgo";"Tiger";"Waxing (+)";"A+";1;0
"Carpicorn";"Monkey";"New ( )";"A+";1;1
"Libra";"Rabbit";"New ( )";"A+";0;1
"Aries";"Dragon";"Waning (-)";"0+";0;1
"Aries";"Monkey";"Waxing (+)";"A-";0;0
"Scorpio";"Horse";"Waning (-)";"0+";0;1
"Taurus";"Goat";"Full (O)";"A+";0;0
"Carpicorn";"Tiger";"New ( )";"0+";1;1
"Saggitarius";"Goat";"Waxing (+)";"A+";0;0
"Aquarius";"Goat";"Waning (-)";"0+";1;1
"Libra";"Snake";"Waxing (+)";"A-";0;0
"Cancer";"Horse";"Waxing (+)";"0+";0;0
"Scorpio";"Horse";"Waxing (+)";"A+";1;0
"Cancer";"Rabbit";"Waxing (+)";"A+";0;0
"Aquarius";"Rat";"Waxing (+)";"B+";1;1
"Leo";"Dragon";"Waxing (+)";"B+";0;0
"Aquarius";"Rabbit";"Waning (-)";"AB+";0;0
"Saggitarius";"Goat";"Waning (-)";"A+";1;0
"Scorpio";"Goat";"Waning (-)";"A+";0;1
"Gemini";"Monkey";"Waxing (+)";"0+";0;1
"Pisces";"Dog";"Waxing (+)";"A+";0;0
"Libra";"Goat";"Waning (-)";"0+";0;0
"Leo";"Tiger";"Waxing (+)";"A+";0;1
"Aquarius";"Horse";"Waning (-)";"A+";0;1
"Saggitarius";"Rabbit";"Waxing (+)";"AB-";0;1
"Leo";"Rooster";"New ( )";"A+";0;0
"Leo";"Rat";"Waning (-)";"0+";0;0
"Libra";"Horse";"New ( )";"0+";1;0
"Taurus";"Snake";"Waning (-)";"B+";0;1
"Scorpio";"Dog";"Waxing (+)";"A-";0;1
"Scorpio";"Monkey";"Full (O)";"0+";0;1
"Taurus";"Tiger";"Full (O)";"AB+";0;0
"Aquarius";"Tiger";"Waning (-)";"A+";1;1
"Libra";"Snake";"New ( )";"A+";0;1
"Scorpio";"Rabbit";"Waxing (+)";"A+";0;0
"Gemini";"Rat";"Waning (-)";"AB+";0;1
"Gemini";"Horse";"Waxing (+)";"A+";0;0
"Virgo";"Goat";"Waxing (+)";"0+";0;1
"Virgo";"Horse";"Waning (-)";"A+";1;0
"Carpicorn";"Rooster";"Waning (-)";"B-";0;0
"Scorpio";"Pig";"Waning (-)";"A+";0;1
"Carpicorn";"Rat";"Waxing (+)";"0+";1;1
"Aquarius";"Dog";"Waning (-)";"0+";0;0
"Cancer";"Goat";"New ( )";"B+";0;0
"Gemini";"Tiger";"Waning (-)";"A+";0;0
"Gemini";"Monkey";"Waxing (+)";"A+";0;0
"Aries";"Monkey";"Waxing (+)";"A+";0;1
"Aries";"Horse";"Waning (-)";"0+";1;0
"Gemini";"Dog";"Waning (-)";"0+";0;1
"Taurus";"Pig";"Waxing (+)";"A+";1;0
"Leo";"Monkey";"Waxing (+)";"A+";0;1
"Gemini";"Ox";"Waning (-)";"A+";0;1
"Libra";"Rooster";"Waxing (+)";"B+";0;1
"Virgo";"Snake";"Waxing (+)";"A+";0;1
"Carpicorn";"Rat";"Full (O)";"A-";0;1
"Libra";"Dragon";"Waxing (+)";"AB+";0;1
"Scorpio";"Tiger";"Full (O)";"B+";1;0
"Leo";"Dog";"Waning (-)";"A+";0;1
"Taurus";"Dragon";"Waxing (+)";"0+";1;0
"Gemini";"Dragon";"Waning (-)";"A+";0;0
"Carpicorn";"Dog";"Waxing (+)";"0+";0;0
"Libra";"Rat";"Waning (-)";"A+";0;0
"Libra";"Rat";"Waxing (+)";"A+";1;1
"Gemini";"Rabbit";"Waning (-)";"AB+";0;0
"Virgo";"Snake";"Waxing (+)";"0+";1;0
"Leo";"Goat";"Waxing (+)";"0-";1;0
"Saggitarius";"Rabbit";"Waning (-)";"0+";0;1
"Saggitarius";"Goat";"Full (O)";"0+";0;1
"Aries";"Ox";"Full (O)";"A+";0;0
"Pisces";"Rabbit";"Waxing (+)";"0+";0;1
"Aquarius";"Monkey";"Waning (-)";"0+";0;0
"Pisces";"Horse";"Waxing (+)";"AB+";0;1
"Virgo";"Snake";"Waxing (+)";"0+";0;0
"Aquarius";"Pig";"Waning (-)";"0+";0;1
"Libra";"Tiger";"Full (O)";"A+";0;1
"Virgo";"Rooster";"Waxing (+)";"B+";0;0
"Libra";"Tiger";"Full (O)";"A-";0;1
"Taurus";"Dog";"Waning (-)";"A+";1;0
"Gemini";"Dragon";"Waxing (+)";"A+";0;1
"Taurus";"Monkey";"Waxing (+)";"0+";1;0
"Scorpio";"Rabbit";"Waxing (+)";"A+";0;1
"Aquarius";"Dragon";"Waning (-)";"0+";0;1
"Leo";"Snake";"Full (O)";"A+";0;1
"Taurus";"Goat";"Waning (-)";"A+";0;0
"Virgo";"Pig";"New ( )";"A+";0;1
"Aquarius";"Tiger";"Waning (-)";"A+";0;1
"Carpicorn";"Ox";"Waxing (+)";"AB-";0;0
"Scorpio";"Goat";"Full (O)";"A+";1;0
"Scorpio";"Dog";"Waning (-)";"0-";1;1
"Aries";"Snake";"Waxing (+)";"AB+";1;1
"Leo";"Tiger";"Waning (-)";"A+";0;0
"Libra";"Rat";"Waxing (+)";"0-";0;0
"Aquarius";"Snake";"Full (O)";"A+";0;1
"Taurus";"Rooster";"Waxing (+)";"0+";0;1
"Carpicorn";"Rabbit";"Waning (-)";"0-";0;1
"Aquarius";"Rat";"Waxing (+)";"0-";0;0
"Saggitarius";"Dog";"Waning (-)";"0+";0;0
"Pisces";"Rabbit";"Waning (-)";"0+";1;1
"Pisces";"Horse";"Full (O)";"0+";0;0
"Virgo";"Goat";"Full (O)";"A+";0;1
"Leo";"Monkey";"Waning (-)";"0+";1;0
"Virgo";"Monkey";"Waxing (+)";"0+";0;0
"Taurus";"Dog";"Waning (-)";"A+";1;0
"Saggitarius";"Monkey";"Waxing (+)";"B+";0;0
"Carpicorn";"Rooster";"Waning (-)";"A+";0;0
"Saggitarius";"Monkey";"Waxing (+)";"0+";0;0
"Aries";"Pig";"Waning (-)";"A+";1;1
"Libra";"Rat";"Waxing (+)";"A+";0;1
"Carpicorn";"Pig";"Waning (-)";"A-";0;1
"Scorpio";"Monkey";"Waning (-)";"0+";0;1
"Virgo";"Ox";"Waxing (+)";"0+";0;1
"Aries";"Ox";"Waning (-)";"A+";1;1
"Aquarius";"Snake";"Waxing (+)";"A-";0;1
"Pisces";"Rat";"Waning (-)";"0+";0;0
"Gemini";"Pig";"Waning (-)";"A+";0;1
"Aries";"Snake";"New ( )";"A+";0;0
"Aquarius";"Pig";"Waning (-)";"0-";0;1
"Virgo";"Rabbit";"Full (O)";"0+";0;0
"Carpicorn";"Horse";"Waxing (+)";"A+";0;1
"Virgo";"Monkey";"Waning (-)";"0+";0;1
"Leo";"Goat";"Waxing (+)";"0+";0;1
"Virgo";"Rooster";"Waxing (+)";"AB-";0;0
"Saggitarius";"Monkey";"Waxing (+)";"0+";0;1
"Aquarius";"Goat";"Waxing (+)";"A+";0;0
"Virgo";"Ox";"Waxing (+)";"A+";0;1
"Aries";"Snake";"Waning (-)";"0+";0;0
"Pisces";"Rabbit";"Waxing (+)";"0+";1;0
"Saggitarius";"Pig";"Waning (-)";"B+";0;1
"Aquarius";"Pig";"Waxing (+)";"B+";0;0
"Virgo";"Rat";"Waxing (+)";"B+";0;1
"Saggitarius";"Rat";"Waning (-)";"0-";0;0
"Saggitarius";"Monkey";"New ( )";"0+";0;1
"Aries";"Horse";"Waning (-)";"A+";0;1
"Virgo";"Dog";"Waxing (+)";"0+";0;0
"Aquarius";"Monkey";"Waxing (+)";"B-";0;1
"Libra";"Horse";"Waning (-)";"0+";0;1
"Virgo";"Pig";"Waxing (+)";"0+";0;1
"Gemini";"Ox";"Waxing (+)";"A-";0;0
"Scorpio";"Rat";"Waning (-)";"0+";0;0
"Scorpio";"Rabbit";"Waning (-)";"A+";0;0
"Carpicorn";"Goat";"Waxing (+)";"0+";0;1
"Virgo";"Ox";"Waxing (+)";"0+";0;1
"Libra";"Snake";"Full (O)";"0+";0;1
"Gemini";"Pig";"Waning (-)";"0+";0;1
"Gemini";"Pig";"Waxing (+)";"0+";0;0
"Scorpio";"Goat";"Waning (-)";"A+";0;1
"Aquarius";"Rabbit";"Waning (-)";"AB-";0;1
"Carpicorn";"Monkey";"Waning (-)";"A+";0;1
"Saggitarius";"Rat";"Full (O)";"B+";0;1
"Libra";"Tiger";"Waning (-)";"A+";0;0
"Saggitarius";"Snake";"Waning (-)";"A+";0;0
"Virgo";"Rooster";"Waxing (+)";"0+";0;0
"Libra";"Horse";"New ( )";"0-";0;0
"Virgo";"Rat";"Waning (-)";"A-";0;0
"Taurus";"Dog";"Waxing (+)";"A+";1;0
"Pisces";"Dragon";"Waning (-)";"A+";1;1
"Leo";"Rat";"Waning (-)";"0+";0;1
"Aquarius";"Rooster";"Waning (-)";"0+";0;1
"Cancer";"Pig";"Waxing (+)";"A+";0;1
"Libra";"Rabbit";"Waxing (+)";"B-";0;1
"Pisces";"Ox";"Waning (-)";"A+";0;0
"Cancer";"Goat";"Waning (-)";"0+";1;0
"Aquarius";"Ox";"New ( )";"A+";0;1
"Scorpio";"Rabbit";"Waning (-)";"A-";0;1
"Aries";"Horse";"New ( )";"A-";0;1
"Gemini";"Snake";"Waning (-)";"B-";0;0
"Saggitarius";"Rat";"Waning (-)";"A+";0;0
"Pisces";"Pig";"Waxing (+)";"0+";1;0
"Leo";"Dragon";"New ( )";"B+";0;1
"Saggitarius";"Horse";"New ( )";"A+";0;1
"Carpicorn";"Tiger";"Waning (-)";"0+";0;1
"Aries";"Goat";"New ( )";"A+";0;0
"Aquarius";"Rooster";"Waxing (+)";"0+";1;0
"Pisces";"Ox";"Waning (-)";"0-";0;0
"Virgo";"Dragon";"Waning (-)";"0+";0;1
"Carpicorn";"Dragon";"Full (O)";"0+";1;1
"Libra";"Tiger";"New ( )";"0+";0;1
"Leo";"Rabbit";"Full (O)";"0+";1;1
"Cancer";"Dragon";"Waning (-)";"0+";0;0
"Libra";"Rabbit";"Waxing (+)";"0+";0;0
"Leo";"Horse";"New ( )";"A+";1;0
"Gemini";"Rooster";"Waning (-)";"A+";0;1
"Taurus";"Rabbit";"Waning (-)";"A+";1;1
"Libra";"Pig";"Waxing (+)";"0+";0;0
"Leo";"Dog";"Waxing (+)";"0+";0;1
"Pisces";"Ox";"Waning (-)";"A+";0;1
"Leo";"Goat";"Waxing (+)";"A+";0;1
"Scorpio";"Monkey";"Waning (-)";"A+";0;1
"Cancer";"Tiger";"New ( )";"A+";0;0
"Scorpio";"Ox";"New ( )";"0+";0;1
"Carpicorn";"Horse";"Waxing (+)";"0+";0;1
"Leo";"Tiger";"Waxing (+)";"0+";0;0
"Gemini";"Ox";"Waning (-)";"A+";0;0
"Pisces";"Rooster";"Waning (-)";"A+";0;1
"Aries";"Goat";"New ( )";"A+";0;0
"Carpicorn";"Horse";"New ( )";"0+";0;0
"Libra";"Rooster";"Waning (-)";"A+";0;0
"Cancer";"Tiger";"Full (O)";"A-";0;0
"Gemini";"Ox";"Waxing (+)";"A+";1;1
"Saggitarius";"Ox";"Waxing (+)";"0+";0;0
"Leo";"Ox";"New ( )";"A-";0;1
"Pisces";"Rooster";"Waning (-)";"0+";1;0
"Aries";"Rooster";"Waning (-)";"A-";0;0
"Virgo";"Rooster";"Waning (-)";"0+";0;0
"Saggitarius";"Dragon";"Waning (-)";"0+";0;0
"Scorpio";"Rat";"Waxing (+)";"0-";0;1
"Saggitarius";"Monkey";"New ( )";"A+";1;0
"Virgo";"Pig";"Waxing (+)";"A+";0;0
"Taurus";"Goat";"Waxing (+)";"0+";0;0
"Pisces";"Snake";"New ( )";"A-";0;1
"Libra";"Goat";"Waxing (+)";"A+";0;1
"Scorpio";"Horse";"Waning (-)";"A+";0;1
"Aries";"Tiger";"Waning (-)";"0+";1;0
"Aries";"Horse";"Waxing (+)";"0+";0;1
"Libra";"Ox";"Waxing (+)";"A+";0;0
"Taurus";"Snake";"Waning (-)";"A+";1;1
"Gemini";"Dragon";"Waning (-)";"B+";0;1
"Libra";"Ox";"Waxing (+)";"0+";0;0
"Saggitarius";"Horse";"Waxing (+)";"0+";0;1
"Aquarius";"Rooster";"Waning (-)";"B+";0;1
"Saggitarius";"Goat";"Waxing (+)";"A+";0;0
"Virgo";"Dog";"Waning (-)";"0+";0;1
"Cancer";"Dog";"Full (O)";"A+";0;0
"Aries";"Rabbit";"Waning (-)";"A+";1;0
"Saggitarius";"Tiger";"New ( )";"0+";0;1
"Libra";"Dragon";"Waxing (+)";"0+";0;1
"Virgo";"Ox";"Waning (-)";"0+";1;1
